"","Line","UWC","Region","State","Segment","FirstQuoteYear","FirstEffYear","mnln_cd","coast_ind","earlyshop_mth_bkt","SPRNKL_IND_bkt","SUM_BLD_SQFTAGE_bkt","LOC_BLD_AGE_bkt","bld_ind"
"19147","CMP","KANSAS CITY","SOUTH CENTRAL","MO","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"19148","CMP","KANSAS CITY","SOUTH CENTRAL","KS","OFFICE","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"19149","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"19150","CMP","KANSAS CITY","CENTRAL","MN","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","d.<70","0"
"19151","CMP","HUNT VALLEY","MID-ATLANTIC","WV","BUILDING","2017","2017","MPAC","N","c.2","a.Y","c.<4250","b.<25","1"
"19152","CMP","DENVER","WESTERN","WA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19153","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","N","d.3","b.N","c.<4250","b.<25","1"
"19155","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2016","2016","MULTI","N","b.1","a.Y","b.<1800","e.70+","0"
"19157","CMP","DENVER","WESTERN","UT","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"19158","CMP","DENVER","WESTERN","OR","APARTMENTS","2017","2017","MPAC","N","e.4","a.Y","e.11300+","b.<25","1"
"19159","CMP","CHARLOTTE","SOUTHERN","TN","CONTRACTORS","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"19161","CMP","DIAMOND BAR","CALIFORNIA","CA","GARAGE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19162","CMP","DENVER","WESTERN","CA","BUSINESS","2017","2017","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"19163","CMP","DENVER","WESTERN","NM","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"19164","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","c.<40","1"
"19165","CMP","DENVER","WESTERN","CO","BUILDING","2016","2016","MPAC","N","c.2","b.N","d.<11300","c.<40","1"
"19167","CMP","DIAMOND BAR","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19168","CMP","CHARLOTTE","SOUTHERN","NC","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"19169","CMP","DENVER","WESTERN","UT","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"19170","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"19171","CMP","HARTFORD","NORTHEAST","CT","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19172","CMP","DENVER","WESTERN","NC","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"19173","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"19174","CMP","BRAINTREE","NORTHEAST","MA","RESTAURANTS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","c.<40","0"
"19175","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<25","0"
"19176","CMP","DIAMOND BAR","CALIFORNIA","CA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19177","CMP","HUNT VALLEY","MID-ATLANTIC","DE","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19178","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"19179","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19181","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"19182","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"19183","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"19184","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2016","2016","MULTI","N","b.1","b.N","c.<4250","c.<40","1"
"19185","CMP","HARTFORD","NORTHEAST","CT","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"19186","CMP","HUNT VALLEY","MID-ATLANTIC","WV","APARTMENTS","2017","2017","MPAC","N","f.others","b.N","c.<4250","d.<70","1"
"19187","CMP","HARTFORD","NORTHEAST","CT","OFFICE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","b.<15","0"
"19188","CMP","HUNT VALLEY","MID-ATLANTIC","MD","BUILDING","2017","2017","MPAC","N","c.2","b.N","d.<11300","d.<70","1"
"19189","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MULTI","N","a.0","a.Y","b.<1800","c.<40","0"
"19190","CMP","METRO","MID-ATLANTIC","NJ","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","1"
"19191","CMP","HARTFORD","NORTHEAST","PA","STORE","2017","2017","MPAC","N","c.2","b.N","c.<4250","c.<40","1"
"19192","CMP","HUNT VALLEY","MID-ATLANTIC","WV","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","c.<40","1"
"19193","CMP","METRO","MID-ATLANTIC","NJ","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19194","CMP","KANSAS CITY","SOUTH CENTRAL","MO","BUILDING","2017","2017","MPAC","N","c.2","b.N","d.<11300","d.<70","1"
"19195","CMP","KANSAS CITY","CENTRAL","MN","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"19196","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"19197","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<25","1"
"19199","CMP","KANSAS CITY","SOUTH CENTRAL","MO","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"19200","CMP","BRAINTREE","NORTHEAST","NH","CONTRACTORS","2017","2017","MPAC","Y","a.0","b.N","b.<1800","d.<70","0"
"19202","CMP","CHARLOTTE","SOUTHERN","TN","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19203","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MULTI","N","a.0","b.N","b.<1800","e.70+","1"
"19204","CMP","DENVER","WESTERN","AZ","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"19205","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUILDING","2017","2017","MULTI","N","b.1","b.N","c.<4250","c.<40","1"
"19207","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MULTI","N","c.2","b.N","b.<1800","d.<70","0"
"19209","CMP","DIAMOND BAR","CALIFORNIA","CA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19210","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<25","0"
"19211","CMP","DENVER","WESTERN","CA","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"19213","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2017","MULTI","N","e.4","a.Y","b.<1800","e.70+","0"
"19215","CMP","HUNT VALLEY","MID-ATLANTIC","TX","BUILDING","2017","2017","MULTI","N","b.1","b.N","d.<11300","c.<40","1"
"19216","CMP","DENVER","WESTERN","UT","OFFICE","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"19217","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2016","MULTI","Y","b.1","b.N","b.<1800","b.<15","0"
"19219","CMP","HUNT VALLEY","MID-ATLANTIC","NC","STORE","2017","2017","MULTI","Y","b.1","b.N","c.<4250","b.<25","1"
"19220","CMP","HARTFORD","NORTHEAST","CT","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19222","CMP","METRO","MID-ATLANTIC","NJ","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"19223","CMP","METRO","MID-ATLANTIC","NJ","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"19224","CMP","KANSAS CITY","CENTRAL","IA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19225","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19226","CMP","HARTFORD","NORTHEAST","CT","BUILDING","2016","2016","MPAC","Y","b.1","b.N","c.<4250","d.<70","1"
"19227","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19228","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MULTI","N","d.3","b.N","b.<1800","d.<70","0"
"19229","CMP","DALLAS","SOUTH CENTRAL","TX","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19230","CMP","DENVER","WESTERN","AZ","CONDOMINIUMS","2017","2017","MPAC","N","b.1","a.Y","e.11300+","b.<25","1"
"19231","CMP","DENVER","WESTERN","NC","STORE","2017","2017","MULTI","N","b.1","b.N","c.<4250","c.<40","1"
"19232","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"19233","CMP","KANSAS CITY","SOUTH CENTRAL","MO","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19235","CMP","KANSAS CITY","SOUTH CENTRAL","MO","GARAGE","2017","2017","MULTI","N","b.1","b.N","c.<4250","b.<25","1"
"19236","CMP","WALNUT CREEK","CALIFORNIA","UT","BUILDING","2016","2016","MPAC","N","b.1","a.Y","e.11300+","b.<25","1"
"19237","CMP","DENVER","WESTERN","WY","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"19239","CMP","DENVER","WESTERN","ID","BUILDING","2017","2017","MPAC","N","c.2","b.N","d.<11300","b.<15","1"
"19240","CMP","CHARLOTTE","SOUTHERN","TN","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19241","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19243","CMP","NAPERVILLE","CENTRAL","IL","CONDOMINIUMS","2017","2017","MULTI","N","c.2","b.N","d.<11300","d.<70","1"
"19245","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"19246","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"19247","CMP","DENVER","WESTERN","CA","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19248","CMP","DIAMOND BAR","CALIFORNIA","CA","BUSINESS","2016","2016","MPAC","N","b.1","b.N","b.<1800","d.<70","1"
"19249","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","a.Y","c.<4250","b.<15","1"
"19250","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19251","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"19252","CMP","DENVER","WESTERN","NV","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19253","CMP","DENVER","WESTERN","WA","STORE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"19255","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","a.Y","c.<4250","b.<15","1"
"19256","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19257","CMP","HARTFORD","NORTHEAST","CT","BUILDING","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","1"
"19258","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"19260","CMP","BRAINTREE","NORTHEAST","ME","GARAGE","2017","2017","MULTI","Y","b.1","b.N","c.<4250","b.<15","1"
"19261","CMP","METRO","NORTHEAST","NY","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","e.70+","0"
"19263","CMP","ATLANTA","SOUTHERN","GA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19264","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"19266","CMP","METRO","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"19270","CMP","HARTFORD","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","c.2","b.N","d.<11300","e.70+","1"
"19271","CMP","DENVER","WESTERN","UT","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","e.70+","0"
"19273","CMP","HARTFORD","NORTHEAST","CT","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19274","CMP","HUNT VALLEY","MID-ATLANTIC","VA","TECH OFFICE","2017","2017","MULTI","N","c.2","b.N","b.<1800","b.<15","0"
"19275","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19276","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19277","CMP","METRO","MID-ATLANTIC","NJ","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"19281","CMP","BRAINTREE","NORTHEAST","MA","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","c.<40","0"
"19282","CMP","DENVER","WESTERN","WA","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"19283","CMP","HUNT VALLEY","MID-ATLANTIC","PA","STORE","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"19284","CMP","NAPERVILLE","CENTRAL","IL","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"19285","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"19287","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19288","CMP","ATLANTA","SOUTHERN","MS","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19289","CMP","METRO","MID-ATLANTIC","NJ","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","d.<70","1"
"19290","CMP","HARTFORD","NORTHEAST","NY","STORE","2016","2016","MULTI","N","e.4","a.Y","b.<1800","c.<40","0"
"19291","CMP","ATLANTA","SOUTHERN","GA","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19292","CMP","HUNT VALLEY","MID-ATLANTIC","PA","TECH OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"19293","CMP","ATLANTA","SOUTHERN","AL","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","1"
"19294","CMP","NAPERVILLE","CENTRAL","MI","STORE","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"19295","CMP","HARTFORD","NORTHEAST","NJ","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19298","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2016","2016","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"19299","CMP","DALLAS","SOUTH CENTRAL","TX","TECH OFFICE","2016","2016","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"19300","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MULTI","N","c.2","a.Y","b.<1800","c.<40","0"
"19301","CMP","METRO","MID-ATLANTIC","NJ","GARAGE","2017","2017","MULTI","N","b.1","b.N","c.<4250","d.<70","1"
"19302","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MULTI","Y","a.0","b.N","b.<1800","c.<40","0"
"19303","CMP","ATLANTA","SOUTHERN","AL","OFFICE","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<15","1"
"19304","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MULTI","N","a.0","a.Y","b.<1800","b.<25","0"
"19305","CMP","DENVER","WESTERN","AZ","TECH OFFICE","2017","2017","MPAC","N","d.3","a.Y","b.<1800","b.<15","0"
"19306","CMP","HUNT VALLEY","MID-ATLANTIC","MD","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19307","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"19309","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MULTI","N","b.1","b.N","e.11300+","b.<15","1"
"19310","CMP","BRAINTREE","NORTHEAST","MA","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","c.<4250","d.<70","1"
"19313","CMP","HUNT VALLEY","MID-ATLANTIC","DC","BUSINESS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"19314","CMP","HARTFORD","NORTHEAST","CT","OFFICE","2017","2017","MPAC","Y","b.1","b.N","c.<4250","e.70+","1"
"19315","CMP","HUNT VALLEY","MID-ATLANTIC","MD","RESTAURANTS","2016","2016","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"19316","CMP","METRO","NORTHEAST","NY","BUILDING","2017","2017","MPAC","Y","b.1","a.Y","c.<4250","d.<70","1"
"19317","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19318","CMP","NAPERVILLE","CENTRAL","IL","CONDOMINIUMS","2017","2017","MULTI","N","c.2","b.N","e.11300+","b.<25","1"
"19323","CMP","BRAINTREE","NORTHEAST","MA","RESTAURANTS","2017","2017","MULTI","N","e.4","b.N","b.<1800","c.<40","0"
"19324","CMP","DENVER","WESTERN","MT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19325","CMP","WALNUT CREEK","CALIFORNIA","CA","STORE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","e.70+","0"
"19327","CMP","METRO","MID-ATLANTIC","NJ","BUILDING","2017","2017","MPAC","N","a.0","a.Y","d.<11300","c.<40","1"
"19328","CMP","KANSAS CITY","CENTRAL","IA","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"19329","CMP","KANSAS CITY","CENTRAL","IA","BUILDING","2017","2017","MULTI","N","a.0","a.Y","e.11300+","b.<15","1"
"19330","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","c.<40","0"
"19333","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19334","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19335","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2016","2016","MULTI","N","a.0","a.Y","b.<1800","b.<15","0"
"19336","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2016","2016","MPAC","N","a.0","b.N","b.<1800","d.<70","1"
"19337","CMP","HARTFORD","NORTHEAST","CT","RESTAURANTS","2017","2017","MULTI","Y","b.1","b.N","c.<4250","d.<70","1"
"19338","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"19340","CMP","NAPERVILLE","CENTRAL","MI","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19341","CMP","CHARLOTTE","SOUTHERN","MS","OFFICE","2016","2016","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"19343","CMP","KANSAS CITY","SOUTH CENTRAL","MO","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"19344","CMP","HUNT VALLEY","MID-ATLANTIC","DC","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19345","CMP","HUNT VALLEY","MID-ATLANTIC","VA","APARTMENTS","2017","2017","MULTI","N","b.1","a.Y","e.11300+","b.<15","1"
"19347","CMP","DENVER","WESTERN","AZ","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19349","CMP","DENVER","WESTERN","WA","APARTMENTS","2017","2017","MULTI","N","b.1","a.Y","e.11300+","b.<25","1"
"19350","CMP","DIAMOND BAR","CALIFORNIA","CA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"19352","CMP","HUNT VALLEY","MID-ATLANTIC","MD","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"19353","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","c.<40","0"
"19355","CMP","KANSAS CITY","SOUTH CENTRAL","MN","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","c.<40","0"
"19356","CMP","CHARLOTTE","SOUTHERN","MS","STORE","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"19357","CMP","DENVER","WESTERN","MT","BUSINESS","2017","2017","MULTI","N","b.1","b.N","c.<4250","b.<25","1"
"19358","CMP","DENVER","WESTERN","WA","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"19359","CMP","KANSAS CITY","SOUTH CENTRAL","KS","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"19361","CMP","DENVER","WESTERN","ID","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19362","CMP","KANSAS CITY","CENTRAL","NE","BUSINESS","2017","2017","MPAC","N","c.2","b.N","b.<1800","b.<15","0"
"19363","CMP","DENVER","WESTERN","UT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"19364","CMP","METRO","NORTHEAST","NY","CONDOMINIUMS","2016","2016","MPAC","N","b.1","b.N","e.11300+","b.<15","1"
"19365","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"19366","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","b.1","b.N","d.<11300","c.<40","1"
"19367","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19368","CMP","DENVER","WESTERN","CA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19369","CMP","DENVER","WESTERN","CO","APARTMENTS","2016","2016","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"19371","CMP","BRAINTREE","NORTHEAST","MA","STORE","2017","2017","MULTI","Y","d.3","b.N","c.<4250","c.<40","1"
"19372","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"19373","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"19374","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","a.Y","e.11300+","b.<15","1"
"19375","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<25","1"
"19376","CMP","DALLAS","SOUTH CENTRAL","TX","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"19377","CMP","DENVER","WESTERN","CO","CONTRACTORS","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"19378","CMP","KANSAS CITY","CENTRAL","MN","STORE","2017","2017","MULTI","N","c.2","a.Y","b.<1800","e.70+","0"
"19379","CMP","CHARLOTTE","SOUTHERN","NC","BUSINESS","2017","2017","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"19380","CMP","CHARLOTTE","SOUTHERN","NC","STORE","2017","2017","MPAC","N","c.2","b.N","b.<1800","e.70+","0"
"19381","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"19383","CMP","NAPERVILLE","CENTRAL","IN","CONDOMINIUMS","2017","2017","MULTI","N","c.2","b.N","e.11300+","c.<40","1"
"19384","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","b.1","b.N","b.<1800","e.70+","0"
"19385","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"19386","CMP","DENVER","WESTERN","CA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"19388","CMP","DALLAS","SOUTH CENTRAL","TX","OFFICE","2016","2016","MULTI","N","c.2","b.N","b.<1800","c.<40","0"
"19389","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","d.<70","0"
"19390","CMP","CHARLOTTE","SOUTHERN","TN","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","c.<40","1"
"19391","CMP","BRAINTREE","NORTHEAST","MA","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"19392","CMP","DENVER","WESTERN","UT","BUILDING","2017","2017","MPAC","N","b.1","a.Y","e.11300+","b.<15","1"
"19393","CMP","METRO","NORTHEAST","NY","CONDOMINIUMS","2017","2017","MPAC","N","c.2","b.N","d.<11300","c.<40","1"
"19394","CMP","HARTFORD","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
