"","X","TRV.Price","nbr_comp","count","rrv_rt_fct","tot_bld_annl_rev_amt","fnl_prc_pt_fct","tot_ref_rule_cnt","agt_subm_pol_cnt","terr_pctl_bldgcrime","terr_pctl_bldgfire","terr_pctl_weather","terr_pctl_water","terr_pctl_cntscrime","terr_pctl_cntsfire","terr_pctl_liab","afi_pol_cnt","pri_clm_cnt","prcnt_blg_tiv","prcnt_pol_cmp"
"10833",10833,2669,1,1,0.76,1e+06,1,0,1,69,70,67,27,82,69,92,1,0,0,1
"10834",10834,3694,1,2,1,12000,0.8462,0,1,31,87,45,21,43,62,99,1,0,1,1
"10835",10835,250,1,1,1,60000,0.8895,0,1,1,1,66,36,1,3,55,1,0,0,1
"10836",10836,930,1,1,0.83,60000,1,0,1,59,93,80,98,88,85,92,1,0,0,1
"10837",10837,2247,1,1,1.62,30000,1,0,1,84,39,18,77,51,60,85,1,0,1,1
"10838",10838,9673,1,1,1,950000,0.8719,0,1,1,5,76,22,1,52,37,1,0,1,1
"10839",10839,1585,1,1,0.97,336000,1,0,1,13,13,77,94,33,5,56,1,0,0,1
"10840",10840,608,1,1,1.06,65000,1,1,1,85,66,51,97,78,98,91,0,0,0,1
"10841",10841,8273,1,1,1,615000,1.0751,0,1,41,100,42,99,58,67,90,1,0,1,1
"10842",10842,30122,1,1,1,5e+05,1,1,0,34,70,84,12,100,26,78,0,1,1,1
"10843",10843,16590,1,1,1,900001,0.762,0,0,77,8,3,96,34,64,76,1,0,0.0125,1
"10844",10844,9710,1,1,1,1600000,0.7931,0,0,48,36,20,57,92,10,64,1,0,0,1
"10846",10846,49704,2,1,1.62,1e+05,1,0,0,78,50,63,15,98,8,11,1,0,1,1
"10848",10848,628,1,1,1,150000,0.9349,1,0,25,14,24,78,40,28,77,0,0,0,1
"10849",10849,18381,1,4,1,100800,0.6211,0,0,84,92,44,62,62,90,71,1,0,1,1
"10850",10850,1571,1,1,1,150000,1.033,0,1,10,55,87,66,2,45,24,1,1,0,1
"10851",10851,7741,1,1,1,490000,0.5998,0,0,62,57,82,73,63,4,6,1,0,0.922559408656484,1
"10852",10852,848,1,1,1,150000,0.7071,0,1,81,59,96,10,8,11,18,1,0,0,1
"10853",10853,1102,1,2,1,2e+05,0.7813,2,1,81,83,4,98,63,68,90,0,0,0,1
"10854",10854,500,1,1,1,60000,0.9029,0,1,70,21,88,5,65,51,2,1,0,0,1
"10855",10855,15487,1,2,1,50000,1.0126,0,1,22,10,18,96,30,67,87,1,0,1,1
"10856",10856,52366,1,4,1,1900000,0.4962,0,1,72,64,64,92,86,22,3,1,0,0.620028409090909,1
"10857",10857,3418,1,9,1,221718,0.5037,0,1,61,60,3,46,77,47,41,1,0,1,1
"10858",10858,1519,1,1,1,2e+05,0.6761,0,1,84,92,50,63,91,94,53,1,0,0,1
"10859",10859,51794,1,1,1,60000,1.0913,4,1,69,92,67,12,70,54,16,0,3,1,1
"10860",10860,13060,1,1,1,2e+05,0.6594,0,0,57,57,3,92,12,40,82,1,0,0,1
"10861",10861,498,1,1,1.16,3,1,1,1,54,84,18,72,43,78,100,0,0,0,1
