"","pol_entry_dt","pol_eff_dt"
"14217",2017-06-01,2017-06-05
"14218",2017-06-01,2017-06-01
"14219",2017-06-01,2017-06-01
"14225",2017-06-01,2017-06-30
"14226",2017-06-01,2017-06-15
"14227",2017-06-01,2017-06-01
"14230",2017-06-01,2017-07-14
"14231",2017-06-01,2017-06-05
"14232",2017-06-01,2017-06-01
"14233",2017-06-01,2017-06-12
"14234",2017-06-01,2017-06-26
"14235",2017-06-01,2017-07-01
"14236",2017-06-01,2017-06-07
"14237",2017-06-01,2017-07-02
"14238",2017-06-01,2017-06-02
"14239",2017-06-01,2017-06-01
"14241",2017-06-01,2017-08-15
"14242",2017-06-01,2017-06-10
"14243",2017-06-01,2017-06-19
"14244",2017-06-01,2017-07-28
"14245",2017-06-01,2017-08-04
"14247",2017-06-01,2017-06-15
"14248",2017-06-01,2017-08-18
"14250",2017-06-01,2017-06-25
"14252",2017-06-01,2017-06-25
"14253",2017-06-01,2017-06-20
"14255",2017-06-01,2017-06-30
"14256",2017-06-01,2017-07-06
"14258",2017-06-01,2017-07-30
"14259",2017-06-01,2017-08-01
"14260",2017-06-01,2017-06-01
"14261",2017-06-01,2017-07-01
"14262",2017-06-01,2017-06-27
"14263",2017-06-01,2017-07-01
"14264",2017-06-01,2017-06-02
"14265",2017-06-01,2017-06-30
"14266",2017-06-01,2017-06-01
"14267",2017-06-01,2017-06-29
"14268",2017-06-01,2017-06-07
"14269",2017-06-01,2017-06-15
"14270",2017-06-01,2017-06-01
"14271",2017-06-01,2017-06-10
"14272",2017-06-01,2017-07-20
"14273",2017-06-01,2017-07-20
"14275",2017-06-01,2017-06-27
"14276",2017-06-01,2017-06-12
"14278",2017-06-01,2017-06-24
"14280",2017-06-01,2017-06-01
"14281",2017-06-01,2017-07-07
"14282",2017-06-01,2017-06-01
"14283",2017-06-01,2017-06-01
"14284",2017-06-01,2017-07-17
"14285",2017-06-01,2017-06-01
"14286",2017-06-01,2017-08-01
"14287",2017-06-01,2017-08-01
"14288",2017-06-01,2017-06-26
"14289",2017-06-01,2017-06-01
"14290",2017-06-01,2017-06-01
"14291",2017-06-01,2017-06-01
"14292",2017-06-01,2017-08-05
"14293",2017-06-01,2017-06-07
"14294",2017-06-01,2017-06-18
"14295",2017-06-01,2017-06-02
"14296",2017-06-01,2017-07-01
"14298",2017-06-01,2017-07-01
"14299",2017-06-01,2017-06-16
"14300",2017-06-01,2017-06-01
"14301",2017-06-01,2017-06-06
"14302",2017-06-01,2017-07-22
"14304",2017-06-01,2017-06-01
"14305",2017-06-01,2017-06-30
"14306",2017-06-01,2017-06-06
"14307",2017-06-01,2017-06-01
"14308",2017-06-01,2017-06-01
"14310",2017-06-01,2017-07-01
"14312",2017-06-01,2017-06-02
"14313",2017-06-01,2017-06-01
"14314",2017-06-01,2017-06-09
"14316",2017-06-02,2017-08-28
"14317",2017-06-02,2017-09-05
"14318",2017-06-02,2017-06-02
"14319",2017-06-02,2017-05-20
"14320",2017-06-02,2017-06-25
"14321",2017-06-02,2017-06-25
"14322",2017-06-02,2017-07-02
"14323",2017-06-02,2017-06-02
"14324",2017-06-02,2017-08-21
"14326",2017-06-02,2017-06-12
"14331",2017-06-02,2017-07-01
"14334",2017-06-02,2017-07-01
"14336",2017-06-02,2017-06-30
"14337",2017-06-02,2017-08-01
"14338",2017-06-02,2017-07-01
"14339",2017-06-02,2017-06-26
"14341",2017-06-02,2017-06-28
"14343",2017-06-02,2017-05-01
"14344",2017-06-02,2017-06-15
"14345",2017-06-02,2017-06-30
"14346",2017-06-02,2017-06-02
"14347",2017-06-02,2017-08-01
"14348",2017-06-02,2017-06-04
"14349",2017-06-02,2017-07-08
"14350",2017-06-02,2017-08-04
"14352",2017-06-02,2017-07-07
"14353",2017-06-02,2017-08-01
"14354",2017-06-02,2017-06-02
"14355",2017-06-02,2017-08-31
"14356",2017-06-02,2017-06-30
"14357",2017-06-02,2017-07-13
"14358",2017-06-02,2017-06-02
"14359",2017-06-02,2017-06-02
"14361",2017-06-02,2017-08-12
"14362",2017-06-02,2017-04-19
"14363",2017-06-02,2017-08-11
"14364",2017-06-02,2017-07-02
"14365",2017-06-02,2017-09-13
"14366",2017-06-02,2017-06-10
"14367",2017-06-02,2017-06-10
"14368",2017-06-02,2017-06-02
"14371",2017-06-02,2017-06-23
"14372",2017-06-02,2017-06-30
"14373",2017-06-02,2017-06-02
"14376",2017-06-02,2017-06-02
"14377",2017-06-02,2017-06-15
"14378",2017-06-02,2017-07-21
"14379",2017-06-02,2017-08-01
"14380",2017-06-02,2017-06-08
"14382",2017-06-02,2017-07-01
"14384",2017-06-02,2017-06-05
"14386",2017-06-02,2017-06-25
"14387",2017-06-02,2017-07-14
"14388",2017-06-02,2017-06-10
"14390",2017-06-02,2017-07-01
"14391",2017-06-02,2017-06-06
"14392",2017-06-02,2017-06-15
"14394",2017-06-02,2017-06-06
"14396",2017-06-02,2017-07-01
"14398",2017-06-02,2017-06-07
"14399",2017-06-02,2017-07-01
"14400",2017-06-02,2017-06-27
"14401",2017-06-02,2017-06-10
"14402",2017-06-02,2017-06-10
"14403",2017-06-02,2017-06-13
"14404",2017-06-02,2017-06-02
"14405",2017-06-02,2017-07-01
"14406",2017-06-02,2017-06-02
"14408",2017-06-02,2017-06-05
"14409",2017-06-02,2017-06-13
"14410",2017-06-02,2017-06-01
"14411",2017-06-02,2017-06-02
"14412",2017-06-02,2017-07-01
"14413",2017-06-02,2017-08-01
"14414",2017-06-02,2017-06-02
"14415",2017-06-02,2017-06-02
"14416",2017-06-02,2017-06-15
"14418",2017-06-02,2017-06-15
"14419",2017-06-02,2017-06-07
"14420",2017-06-02,2017-07-16
"14421",2017-06-02,2017-06-15
"14422",2017-06-02,2017-06-15
"14423",2017-06-02,2017-06-30
"14424",2017-06-02,2017-06-02
"14426",2017-06-02,2017-06-07
"14427",2017-06-02,2017-07-20
"14428",2017-06-02,2017-06-06
"14429",2017-06-02,2017-06-10
"14430",2017-06-02,2017-06-06
"14432",2017-06-02,2017-07-09
"14433",2017-06-02,2017-06-14
"14435",2017-06-02,2017-07-31
"14436",2017-06-02,2017-06-30
"14437",2017-06-02,2017-07-01
"14438",2017-06-02,2017-06-26
"14439",2017-06-02,2017-07-15
"14440",2017-06-02,2017-09-15
"14441",2017-06-02,2017-06-05
"14443",2017-06-02,2017-06-07
"14444",2017-06-02,2017-06-05
"14445",2017-06-02,2017-07-08
"14446",2017-06-02,2017-09-08
"14447",2017-06-02,2017-06-20
"14449",2017-06-02,2017-07-01
"14450",2017-06-02,2017-07-10
"14451",2017-06-02,2017-06-26
"14452",2017-06-02,2017-06-02
"14453",2017-06-02,2017-06-17
"14454",2017-06-02,2017-06-05
"14455",2017-06-02,2017-07-03
"14456",2017-06-02,2017-06-15
"14457",2017-06-02,2017-07-01
"14458",2017-06-02,2017-06-02
"14459",2017-06-02,2017-06-05
"14460",2017-06-02,2017-07-01
"14461",2017-12-27,2017-12-27
"14462",2017-12-27,2018-02-01
"14465",2017-12-27,2018-01-01
"14466",2017-12-27,2018-01-16
"14467",2017-12-27,2018-01-02
"14468",2017-12-27,2018-01-12
"14469",2017-12-27,2017-12-27
"14470",2017-12-27,2017-12-27
"14471",2017-12-27,2018-01-01
"14472",2017-12-27,2018-01-01
"14473",2017-12-27,2017-12-28
"14474",2017-12-27,2018-01-10
"14475",2017-12-27,2018-04-01
"14476",2017-12-27,2017-12-28
"14477",2017-12-27,2017-12-30
"14479",2017-12-27,2018-01-01
"14480",2017-12-27,2018-01-01
"14481",2017-12-27,2017-12-27
"14482",2017-12-27,2018-01-01
"14483",2017-12-27,2018-01-16
"14484",2017-12-27,2018-01-01
"14487",2017-12-27,2018-01-01
"14488",2017-12-27,2018-01-01
"14489",2017-12-27,2018-01-01
"14490",2017-12-27,2018-01-05
"14491",2017-12-27,2018-02-01
"14492",2017-12-27,2018-02-01
"14493",2017-12-27,2017-12-28
"14494",2017-12-27,2018-01-28
"14495",2017-12-27,2018-01-01
"14496",2017-12-27,2018-01-30
"14498",2017-12-27,2018-01-01
"14499",2017-12-27,2018-01-01
"14500",2017-12-27,2018-01-01
"14501",2017-12-27,2018-01-03
"14502",2017-12-27,2017-12-27
"14503",2017-12-27,2017-12-29
"14504",2017-12-27,2018-02-05
"14505",2017-12-27,2018-01-01
"14506",2017-12-27,2017-12-27
"14507",2017-12-27,2018-01-15
"14508",2017-12-27,2018-01-02
"14509",2017-12-27,2018-01-05
"14510",2017-12-27,2018-01-06
"14511",2017-12-27,2018-01-01
"14512",2017-12-27,2018-01-02
"14513",2017-12-27,2018-01-01
"14514",2017-12-27,2018-03-01
"14515",2017-12-27,2018-01-14
"14516",2017-12-27,2018-02-14
"14517",2017-12-27,2018-01-04
"14518",2017-12-27,2018-02-01
"14520",2017-12-28,2018-01-01
"14521",2017-12-28,2018-01-01
"14522",2017-12-28,2018-01-15
"14523",2017-12-28,2018-02-24
"14524",2017-12-28,2017-12-28
"14525",2017-12-28,2018-01-13
"14526",2017-12-28,2018-01-28
"14527",2017-12-28,2017-12-29
"14528",2017-12-28,2018-01-02
"14529",2017-12-28,2018-01-15
"14530",2017-12-28,2018-02-01
"14531",2017-12-28,2018-02-01
"14532",2017-12-28,2018-01-02
"14534",2017-12-28,2018-01-05
"14535",2017-12-28,2018-01-03
"14539",2017-12-28,2018-01-18
"14540",2017-12-28,2018-01-06
"14541",2017-12-28,2018-01-24
"14542",2017-12-28,2017-12-29
"14543",2017-12-28,2018-01-02
"14544",2017-12-28,2018-01-18
"14545",2017-12-28,2018-01-05
"14546",2017-12-28,2018-01-12
"14548",2017-12-28,2018-01-02
"14549",2017-12-28,2017-12-28
"14550",2017-12-28,2018-01-01
"14551",2017-12-28,2018-03-31
"14552",2017-12-28,2018-01-20
"14553",2017-12-28,2018-01-05
"14554",2017-12-28,2017-12-29
"14556",2017-12-28,2018-01-31
"14557",2017-12-28,2018-01-03
"14558",2017-12-28,2017-12-28
"14559",2017-12-28,2017-12-28
"14560",2017-12-28,2017-12-28
"14561",2017-12-28,2018-03-21
"14562",2017-12-28,2018-01-07
"14563",2017-12-28,2018-02-01
"14564",2017-12-28,2018-01-27
"14565",2017-12-28,2018-03-31
"14567",2017-12-28,2017-12-28
"14568",2017-12-28,2018-01-31
"14569",2017-12-28,2018-01-01
"14570",2017-12-28,2018-03-21
"14571",2017-12-28,2018-01-17
"14572",2017-12-28,2018-02-01
"14575",2017-12-28,2017-12-30
"14577",2017-12-28,2018-01-02
"14578",2017-12-28,2018-01-02
"14580",2017-12-28,2018-01-01
"14581",2017-12-28,2018-01-23
"14582",2017-12-28,2018-01-01
"14583",2017-12-28,2017-12-28
"14584",2017-12-28,2018-01-15
"14585",2017-12-28,2018-01-13
"14586",2017-12-28,2017-12-28
"14588",2017-12-28,2017-12-28
"14589",2017-12-28,2018-01-07
"14590",2017-12-28,2018-01-01
"14591",2017-12-28,2018-01-02
"14592",2017-12-28,2018-01-12
"14593",2017-12-28,2018-01-15
"14595",2017-12-28,2018-01-05
"14596",2017-12-28,2018-01-15
"14597",2017-12-28,2018-01-23
"14598",2017-12-28,2017-12-28
"14599",2017-12-28,2018-01-22
"14600",2017-12-28,2018-01-10
"14601",2017-12-28,2018-01-10
"14602",2017-12-28,2018-01-01
"14604",2017-12-29,2018-01-05
"14605",2017-12-29,2018-01-04
"14606",2017-12-29,2018-01-01
"14607",2017-12-29,2018-01-08
"14608",2017-12-29,2018-01-01
"14609",2017-12-29,2017-12-29
"14610",2017-12-29,2018-01-09
"14611",2017-12-29,2018-01-04
"14612",2017-12-29,2018-01-21
"14613",2017-12-29,2017-12-29
"14614",2017-12-29,2018-01-04
"14615",2017-12-29,2018-02-01
"14616",2017-12-29,2018-02-01
"14617",2017-12-29,2018-01-09
"14618",2017-12-29,2018-01-03
"14619",2017-12-29,2018-01-03
"14620",2017-12-29,2018-03-01
"14621",2017-12-29,2018-01-28
"14622",2017-12-29,2018-01-01
"14623",2017-12-29,2018-01-11
"14624",2017-12-29,2018-01-02
"14625",2017-12-29,2017-12-29
"14626",2017-12-29,2018-01-01
"14627",2017-12-29,2018-02-21
"14628",2017-12-29,2018-01-03
"14629",2017-12-29,2018-01-01
"14630",2017-12-29,2018-03-01
"14631",2017-12-29,2018-01-25
"14633",2017-12-29,2018-01-27
"14634",2017-12-29,2017-12-29
"14635",2017-12-29,2018-01-01
"14636",2017-12-29,2018-01-10
"14637",2017-12-29,2018-01-01
"14638",2017-12-29,2018-01-10
"14639",2017-12-29,2018-01-08
"14640",2017-12-29,2018-01-13
"14641",2017-12-29,2018-01-01
"14642",2017-12-29,2018-01-01
"14643",2017-12-29,2018-01-13
"14644",2017-12-29,2018-04-16
"14646",2017-12-29,2018-02-18
"14649",2017-12-30,2018-01-01
"14650",2017-12-31,2018-02-06
"14651",2017-12-31,2018-01-08
"14652",2018-01-01,2018-01-15
"14653",2018-01-02,2017-12-23
"14655",2018-01-02,2018-01-05
"14656",2018-01-02,2018-03-06
"14657",2018-01-02,2018-01-05
"14658",2018-01-02,2018-02-11
"14659",2018-01-02,2018-01-12
"14660",2018-01-02,2018-03-16
"14661",2018-01-02,2018-01-01
"14662",2018-01-02,2018-02-01
"14663",2018-01-02,2018-02-01
"14664",2018-01-02,2018-02-01
"14665",2018-01-02,2018-01-04
"14666",2018-01-02,2018-01-05
"14668",2018-01-02,2018-01-25
"14669",2018-01-02,2018-01-03
"14670",2018-01-02,2018-01-31
"14671",2018-01-02,2018-01-02
"14672",2018-01-02,2018-02-10
"14673",2018-01-02,2018-02-13
"14674",2018-01-02,2018-01-02
"14675",2018-01-02,2018-01-18
"14676",2018-01-02,2018-01-04
"14677",2018-01-02,2018-01-04
"14678",2018-01-02,2018-01-06
"14679",2018-01-02,2018-01-02
"14680",2018-01-02,2018-02-01
"14681",2018-01-02,2018-01-03
"14682",2018-01-02,2018-01-15
"14683",2018-01-02,2018-01-16
"14684",2018-01-02,2018-01-05
"14685",2018-01-02,2017-12-29
"14686",2018-01-02,2018-01-05
"14687",2018-01-02,2018-03-08
"14688",2018-01-02,2018-01-05
"14689",2018-01-02,2018-01-06
"14690",2018-01-02,2018-01-16
"14691",2018-01-02,2018-03-07
"14692",2018-01-02,2018-01-08
"14693",2018-01-02,2018-01-02
"14694",2018-01-02,2018-01-19
"14697",2018-01-02,2018-02-28
"14698",2018-01-02,2018-01-18
"14699",2018-01-02,2018-01-02
"14700",2018-01-02,2018-01-19
"14701",2018-01-02,2018-01-28
"14702",2018-01-02,2018-01-28
"14703",2018-01-02,2018-01-02
"14704",2018-01-02,2018-01-02
"14705",2018-01-02,2018-01-02
"14706",2018-01-02,2018-01-08
"14707",2018-01-02,2018-01-15
"14708",2018-01-02,2018-01-15
"14709",2018-01-02,2018-01-02
"14710",2018-01-02,2018-02-01
"14711",2018-01-02,2018-01-02
"14712",2018-01-02,2018-01-02
"14713",2018-01-02,2018-01-11
"14714",2018-01-02,2018-01-11
"14715",2018-01-02,2018-01-09
"14716",2018-01-02,2018-01-02
"14718",2018-01-02,2018-01-09
"14719",2018-01-02,2018-02-07
"14720",2018-01-02,2018-01-16
"14721",2018-01-02,2018-01-02
"14723",2018-01-02,2018-01-09
"14724",2018-01-02,2018-01-02
"14725",2018-01-02,2018-03-01
"14726",2018-01-02,2018-01-09
"14728",2018-01-02,2018-02-01
"14731",2018-01-02,2018-02-16
"14732",2018-01-02,2018-01-25
"14733",2018-01-02,2018-01-07
"14734",2018-01-02,2018-03-22
"14735",2018-01-02,2018-01-05
"14736",2018-01-02,2018-01-25
"14737",2018-01-02,2018-01-02
"14738",2018-01-02,2018-01-02
"14741",2018-01-02,2018-02-01
"14742",2018-01-02,2018-03-18
"14743",2018-01-02,2018-01-17
"14744",2018-01-02,2018-01-15
"14745",2018-01-02,2018-01-15
"14746",2018-01-02,2018-01-08
"14748",2018-01-02,2018-01-29
"14749",2018-01-02,2018-01-08
"14750",2018-01-02,2017-12-22
"14751",2018-01-02,2018-02-01
"14752",2018-01-02,2018-01-21
"14753",2018-01-02,2018-01-03
"14754",2018-01-02,2018-01-02
"14755",2018-01-02,2018-01-02
"14757",2018-01-02,2018-02-01
"14758",2018-01-02,2018-02-01
"14759",2018-01-02,2018-01-09
"14760",2018-01-02,2018-01-02
"14761",2018-01-02,2018-01-02
"14762",2018-01-02,2018-01-04
"14763",2018-01-02,2018-01-10
"14764",2018-01-02,2018-02-16
"14765",2018-01-02,2018-01-28
"14766",2018-01-02,2018-01-02
"14767",2018-01-02,2018-01-05
"14768",2018-01-02,2018-01-08
"14769",2018-01-02,2018-01-04
"14770",2018-01-02,2018-01-04
"14771",2018-01-03,2018-01-03
"14772",2018-01-03,2018-01-11
"14773",2018-01-03,2018-01-22
"14774",2018-01-03,2018-01-09
"14775",2018-01-03,2018-02-01
"14778",2018-01-03,2018-01-03
"14779",2018-01-03,2018-01-05
"14780",2018-01-03,2018-01-15
"14781",2018-01-03,2018-01-19
"14782",2018-01-03,2018-01-08
"14783",2018-01-03,2018-01-10
"14784",2018-01-03,2018-01-18
"14785",2018-01-03,2018-01-05
"14786",2018-01-03,2018-01-05
"14787",2018-01-03,2018-02-07
"14788",2018-01-03,2018-02-16
"14789",2018-01-03,2018-02-08
"14790",2018-01-03,2018-01-03
"14791",2018-01-03,2018-01-03
"14793",2018-01-03,2018-02-01
"14794",2018-01-03,2018-01-04
"14797",2018-01-03,2018-01-08
"14798",2018-01-03,2018-01-11
"14799",2018-01-03,2018-01-01
"14800",2018-01-03,2018-01-15
"14801",2018-01-03,2018-01-27
"14802",2018-01-03,2018-01-20
"14804",2018-01-03,2018-01-05
"14805",2018-01-03,2018-01-03
"14806",2018-01-03,2018-01-03
"14807",2018-01-03,2018-03-01
"14808",2018-01-03,2018-01-03
"14809",2018-01-03,2018-01-03
"14810",2018-01-03,2018-01-01
"14811",2018-01-03,2018-01-05
"14812",2018-01-03,2018-01-03
"14813",2018-01-03,2018-01-31
"14814",2018-01-03,2018-01-03
"14816",2018-01-03,2018-02-14
"14817",2018-01-03,2018-01-03
"14818",2018-01-03,2018-01-20
"14819",2018-01-03,2018-01-22
"14821",2018-01-03,2018-01-27
"14822",2018-01-03,2018-01-03
"14823",2018-01-03,2018-01-22
"14824",2018-01-03,2018-01-14
"14825",2018-01-03,2018-02-02
"14826",2018-01-03,2018-02-01
"14827",2018-01-03,2018-01-03
"14830",2018-01-03,2018-02-03
"14831",2018-01-03,2018-02-02
"14832",2018-01-03,2018-01-20
"14833",2018-01-03,2018-01-26
"14835",2018-01-03,2018-01-03
"14836",2018-01-03,2018-01-18
"14837",2018-01-03,2018-03-12
"14838",2018-01-03,2018-01-03
"14839",2018-01-03,2018-02-05
"14840",2018-01-03,2018-01-27
"14841",2018-01-03,2018-02-14
"14842",2018-01-03,2018-01-19
"14843",2018-01-03,2018-02-03
"14844",2018-01-03,2018-01-05
"14845",2018-01-03,2018-01-03
"14846",2018-01-03,2018-01-10
"14847",2018-01-03,2018-01-08
"14848",2018-01-03,2018-01-06
"14849",2018-01-03,2018-01-03
"14850",2018-01-03,2018-01-03
"14851",2018-01-03,2018-01-06
"14852",2018-01-03,2018-01-05
"14853",2018-01-03,2018-01-10
"14854",2018-01-03,2018-01-14
"14855",2018-01-03,2018-02-05
"14856",2018-01-03,2018-04-01
"14857",2018-01-03,2018-01-15
"14858",2018-01-03,2018-01-03
"14859",2018-01-03,2018-01-11
"14860",2018-01-03,2018-01-04
"14862",2018-01-03,2018-02-19
"14863",2018-01-03,2018-01-03
"14864",2018-01-03,2018-01-03
"14867",2018-01-03,2018-01-06
"14868",2018-01-03,2018-01-05
"14869",2018-01-03,2018-01-08
"14872",2018-01-03,2018-01-03
"14873",2018-01-03,2018-01-10
"14874",2018-01-03,2018-01-03
"14875",2018-01-03,2018-01-03
"14876",2018-01-03,2018-01-12
"14877",2018-01-03,2018-02-01
"14878",2018-01-03,2018-01-23
"14879",2018-01-03,2018-01-15
"14881",2018-01-03,2018-01-20
"14882",2018-01-03,2018-01-20
"14883",2018-01-03,2018-01-03
"14884",2018-01-03,2018-01-15
"14885",2018-01-03,2018-01-20
"14886",2018-01-03,2018-01-31
"14887",2018-01-03,2018-01-12
"14888",2018-01-03,2018-01-03
"14889",2018-01-03,2018-01-28
"14890",2018-01-03,2018-01-16
"14892",2018-01-03,2018-04-01
"14893",2018-01-03,2018-04-01
"14894",2018-01-03,2018-01-03
"14895",2018-01-03,2018-01-10
"14896",2018-01-03,2018-03-18
"14898",2018-01-03,2018-01-10
"14899",2018-01-03,2018-01-18
"14900",2018-01-03,2018-01-14
"14901",2018-01-03,2018-01-23
"14902",2018-01-03,2018-01-03
"14903",2018-01-03,2018-02-03
"14904",2018-01-03,2018-01-31
"14906",2018-01-03,2018-01-03
"14907",2018-01-03,2018-01-03
"14908",2018-01-03,2018-01-18
"14909",2018-01-03,2018-03-23
"14911",2018-01-03,2018-01-10
"14912",2018-01-03,2018-01-05
"14913",2018-01-03,2018-02-17
"14914",2018-01-03,2018-01-30
"14915",2018-01-03,2018-01-05
"14916",2018-01-03,2018-01-03
"14917",2018-01-03,2018-01-08
"14918",2018-01-03,2018-01-04
"14919",2018-01-04,2018-02-01
"14921",2018-01-04,2018-02-15
"14922",2018-01-04,2018-02-13
"14923",2018-01-04,2018-01-10
"14924",2018-01-04,2018-01-30
"14925",2018-01-04,2018-01-15
"14926",2018-01-04,2018-01-31
"14927",2018-01-04,2018-01-02
"14928",2018-01-04,2018-01-31
"14929",2018-01-04,2018-01-04
"14932",2018-01-04,2018-02-05
"14933",2018-01-04,2018-01-08
"14934",2018-01-04,2018-02-01
"14935",2018-01-04,2018-01-08
"14936",2018-01-04,2018-02-03
"14937",2018-01-04,2018-01-04
"14940",2018-01-04,2018-02-11
"14942",2018-01-04,2018-01-17
"14943",2018-01-04,2018-01-15
"14944",2018-01-04,2018-01-24
"14945",2018-01-04,2018-03-02
"14946",2018-01-04,2018-01-31
"14947",2018-01-04,2018-01-24
"14948",2018-01-04,2018-01-23
"14949",2018-01-04,2018-02-01
"14951",2018-01-04,2018-01-15
"14952",2018-01-04,2018-01-04
"14953",2018-01-04,2018-01-05
"14954",2018-01-04,2018-01-15
"14955",2018-01-04,2018-01-10
"14956",2018-01-04,2018-03-20
"14957",2018-01-04,2018-02-01
"14958",2018-01-04,2018-01-12
"14959",2018-01-04,2018-01-04
"14960",2018-01-04,2018-01-16
"14961",2018-01-04,2018-01-05
"14962",2018-01-04,2018-02-20
"14963",2018-01-04,2018-01-04
"14964",2018-01-04,2018-01-10
"14966",2018-01-04,2018-01-09
"14968",2018-01-04,2018-02-26
"14969",2018-01-04,2018-01-12
"14971",2018-01-04,2018-01-10
"14972",2018-01-04,2018-02-06
"14973",2018-01-04,2018-01-08
"14974",2018-01-04,2018-02-07
"14975",2018-01-04,2018-03-01
"14976",2018-01-04,2018-01-04
"14977",2018-01-04,2018-01-04
"14979",2018-01-04,2018-02-24
"14981",2018-01-04,2018-01-04
"14982",2018-01-04,2018-01-15
"14983",2018-01-04,2018-01-04
"14984",2018-01-04,2018-01-04
"14986",2018-01-04,2018-01-04
"14987",2018-01-04,2018-01-31
"14988",2018-01-04,2018-01-05
"14989",2018-01-04,2018-01-10
"14990",2018-01-04,2018-03-25
"14991",2018-01-04,2018-01-04
"14992",2018-01-04,2018-02-12
"14993",2018-01-04,2018-01-08
"14994",2018-01-04,2018-01-04
"14995",2018-01-04,2018-01-05
"14996",2018-01-04,2018-01-28
"14997",2018-01-04,2018-02-08
"15000",2018-01-04,2018-01-04
"15001",2018-01-04,2018-03-23
"15002",2018-01-04,2018-01-04
"15003",2018-01-04,2018-02-12
"15004",2018-01-04,2018-03-10
"15005",2018-01-04,2018-01-12
"15006",2018-01-04,2018-01-08
"15007",2018-01-04,2018-01-16
"15008",2018-01-04,2018-01-10
"15009",2018-01-04,2018-01-30
"15010",2018-01-04,2018-02-09
"15011",2018-01-04,2018-02-02
"15012",2018-01-04,2018-01-08
"15013",2018-01-04,2018-01-10
"15014",2018-01-04,2018-01-24
"15015",2018-01-04,2018-02-06
"15016",2018-01-04,2018-01-08
"15019",2018-01-04,2018-02-12
"15020",2018-01-04,2018-01-10
"15021",2018-01-04,2018-01-05
"15022",2018-01-04,2018-01-04
"15023",2018-01-04,2018-01-08
"15024",2018-01-04,2018-01-31
"15025",2018-01-04,2018-01-23
"15026",2018-01-04,2018-02-14
"15027",2018-01-04,2018-01-04
"15028",2018-01-04,2018-03-09
"15029",2018-01-04,2018-02-16
"15030",2018-01-04,2018-01-04
"15031",2018-01-04,2018-01-15
"15032",2018-01-04,2018-01-04
"15033",2018-01-04,2018-02-08
"15034",2018-01-04,2018-01-08
"15035",2018-01-04,2018-03-01
"15036",2018-01-04,2018-01-12
"15037",2018-01-04,2018-01-08
"15038",2018-01-04,2018-01-08
"15039",2018-01-04,2018-01-05
"15040",2018-01-04,2018-01-23
"15041",2018-01-04,2018-01-05
"15043",2018-01-04,2018-02-05
"15044",2018-01-04,2018-01-05
"15045",2018-01-04,2018-03-11
"15046",2018-01-04,2018-01-05
"15047",2018-01-04,2018-01-05
"15048",2018-01-04,2018-01-04
"15049",2018-01-04,2018-01-15
"15050",2018-01-05,2018-03-17
"15051",2018-01-05,2018-02-10
"15052",2018-01-05,2018-01-25
"15053",2018-01-05,2018-01-25
"15054",2018-01-05,2018-01-07
"15055",2018-01-05,2018-01-31
"15056",2018-01-05,2018-01-05
"15057",2018-01-05,2018-01-09
"15058",2018-01-05,2018-01-05
"15059",2018-01-05,2018-02-21
"15060",2018-01-05,2018-01-25
"15061",2018-01-05,2018-02-01
"15062",2018-01-05,2018-02-01
"15064",2018-01-05,2018-01-13
"15065",2018-01-05,2018-01-12
"15066",2018-01-05,2018-01-05
"15067",2018-01-05,2018-01-10
"15068",2018-01-05,2018-01-14
"15069",2018-01-05,2018-01-05
